Step,Train_Loss,Val_Loss
0,4.294847011566162,4.2912116050720215
200,2.4209322929382324,2.444052219390869
400,2.1132192611694336,2.1750731468200684
600,1.8477548360824585,1.9822996854782104
800,1.6816513538360596,1.8457111120224
1000,1.5709832906723022,1.7562458515167236
1200,1.4908626079559326,1.6840553283691406
1400,1.4361244440078735,1.6364065408706665
1600,1.3883261680603027,1.607574224472046
1800,1.3555344343185425,1.5853426456451416
2000,1.3200223445892334,1.5502454042434692
2200,1.2914836406707764,1.5335325002670288
2400,1.2682666778564453,1.518731951713562
2600,1.24262273311615,1.5079231262207031
2800,1.2231402397155762,1.5098936557769775
3000,1.2033146619796753,1.4965312480926514
3200,1.1865350008010864,1.4902563095092773
3400,1.1694848537445068,1.4965757131576538
3600,1.151890516281128,1.4858874082565308
3800,1.1359597444534302,1.4888932704925537
4000,1.121824026107788,1.487096905708313
4200,1.1065282821655273,1.4880307912826538
4400,1.0902645587921143,1.4929314851760864
4600,1.0757490396499634,1.496717095375061
4800,1.0624918937683105,1.4994131326675415
4999,1.0480961799621582,1.4916272163391113
